Date,Close,High,Low,Open,Volume,Target,MA_7,MA_14,Daily_Return,Volatility
2023-11-03,347.5622253417969,349.12864623567805,342.1734332140444,344.43930484102884,23637700,351.23681640625,334.9959193638393,330.79986572265625,0.012861628812965487,0.016939484258236406
2023-11-06,351.23681640625,352.23183117592424,348.1040351326944,348.2025565068853,23828300,355.1774597167969,339.02659388950894,332.52176993233815,0.010572469608397528,0.016918718684081138
2023-11-07,355.1774597167969,357.0787991287098,352.3205200201419,354.06423123344223,25833900,357.807861328125,343.3500017438616,334.66236441476,0.01121933443898726,0.016671172232872705
2023-11-08,357.807861328125,358.4678975179717,355.1971797857397,356.31040835628005,26767800,355.3351135253906,346.993661063058,336.90570286342074,0.007405879904162527,0.016653140818338033
2023-11-09,355.3351135253906,359.3742499704996,355.0099959471622,356.92119665439174,24847300,364.1817626953125,350.1714869907924,339.2996259416853,-0.006910825809013588,0.016068998754078644
2023-11-10,364.1817626953125,364.60537154894945,355.70943530005565,356.1231829965604,28042100,361.2361755371094,353.49285888671875,342.13897705078125,0.02489663653600549,0.016752122812679675
2023-11-13,361.2361755371094,362.9996091955093,360.4677568025591,362.7533207541214,19986500,364.7728576660156,356.0767735072545,344.6827828543527,-0.008088233568871783,0.0172946844120732
2023-11-14,364.7728576660156,366.4279387672935,361.8962256351267,365.5018918638483,27683900,364.9209289550781,358.53543526785717,346.7656773158482,0.009790498207018494,0.01600150144274506
2023-11-15,364.9209289550781,368.33647051944837,362.3937891012248,366.5102311130988,26860100,371.3374938964844,360.4903084891183,349.75845118931363,0.00040592737631284237,0.010216785436940726
2023-11-16,371.3374938964844,371.5151742717362,365.4244247654556,366.1944031837435,27182300,365.0987243652344,362.7988848005022,353.0744432721819,0.017583439129620793,0.010435475314280983
2023-11-17,365.0987243652344,369.5606472956198,362.2853308931373,368.81040100291824,40157000,372.5911560058594,363.84043666294644,355.4170488630022,-0.01680080690421515,0.011868280881815733
2023-11-20,372.5911560058594,374.0027780403626,366.2338861383217,366.45106107636286,52465100,368.27728271484375,366.3055855887277,358.23853628976,0.020521659322835006,0.012328448515620627
2023-11-21,368.27728271484375,371.3868095328424,366.3523217617588,370.84388727711456,28423100,372.995849609375,366.89065987723217,360.19175938197543,-0.011578034586918085,0.012517786838790044
2023-11-22,372.995849609375,374.9109292631738,370.15284352020876,373.1439165670346,23345300,372.5812683105469,368.5706133161272,362.32369341169084,0.012812538584370925,0.012665564270229319
2023-11-24,372.5812683105469,373.1143395355948,370.32070891042537,372.4825469539782,10176600,373.74609375,369.6861005510603,364.11076790945873,-0.001111490380556024,0.01263798108714133
2023-11-27,373.74609375,375.75004385501524,371.36708082466845,371.9396164792958,22179200,377.7835693359375,370.94683837890625,365.7185734340123,0.003126366080439258,0.012544088212651294
2023-11-28,377.7835693359375,378.07970326739826,373.30188504482646,373.489446576594,20453100,373.9830322265625,371.8677062988281,367.3332955496652,0.010802723168093387,0.012527454913280842
2023-11-29,373.9830322265625,379.3629996146164,372.591142464095,378.82995852513955,28963400,374.04229736328125,373.1368931361607,368.48866489955356,-0.010060091062339072,0.01307253768778215
2023-11-30,374.04229736328125,375.2071311418971,370.6464872667331,373.62767968120687,30554400,369.6988220214844,373.34419904436385,369.82489231654574,0.00015847012193548338,0.012783530442702792
2023-12-01,369.6988220214844,373.3019258337439,366.5399191549517,371.9199171267098,33040500,364.39776611328125,373.54727608816967,370.2189679827009,-0.011612257149566041,0.011825147172304769
2023-12-04,364.39776611328125,364.7728590438149,358.2379093318976,364.3582715480311,32063300,367.73431396484375,372.3189784458705,370.44479588099887,-0.014338849875737636,0.012308467524005218
2023-12-05,367.73431396484375,368.287117368969,360.9229626368156,361.7423166959654,23065000,364.0621032714844,371.6265563964844,370.6563284737723,0.009156334538355182,0.01227352844171383
2023-12-06,364.0621032714844,369.3729925287451,363.3020061210184,368.7412301197078,21182100,366.1845703125,370.24312918526783,370.59498378208707,-0.00998604305855022,0.01259919098420804
2023-12-07,366.1845703125,366.678147018609,361.6140451938454,363.4995118262456,23118900,369.4223937988281,368.5861293247768,370.2269178118025,0.005829958740398933,0.011689351158190012
2023-12-08,369.4223937988281,369.6494197796378,363.4994739427989,364.45701385787805,20154400,366.530029296875,367.93460954938615,370.53575134277344,0.008842053294503938,0.011000672536195397
2023-12-11,366.530029296875,366.82619337920636,361.3968499172915,363.7462797263503,27708800,369.5704650878906,366.8614283970424,370.1028137207031,-0.007829423853303763,0.009634968574763078
2023-12-12,369.5704650878906,369.60995965587347,365.70081081484244,366.085815070236,24838300,369.5605773925781,366.8430916922433,370.19518389020647,0.008295188792165842,0.009438851300344367
2023-12-13,369.5605773925781,372.7885879751983,366.00681947505166,371.1893743181654,30955500,361.2289733886719,367.5806361607143,369.9498073032924,-2.675456035194923e-05,0.00872552909864432
2023-12-14,361.2289733886719,368.95840003199714,359.45210962899,368.5141690293138,43277500,365.96734619140625,366.6513017926897,369.13892909458707,-0.022544623300162603,0.010514319490983713
2023-12-15,365.96734619140625,367.6158752980434,361.57450204697403,362.13718664647274,78502300,367.8627014160156,366.92347935267856,368.5833042689732,0.013117366412455533,0.011216088782080212
2023-12-18,367.8627014160156,368.2082111244825,363.9437012883022,364.70382867203534,21802900,368.46484375,367.16321236746654,367.87467084612166,0.005179028250291262,0.010838137105151734
2023-12-19,368.46484375,368.46484375,365.0887662696819,366.7175631601881,20603700,365.8587951660156,367.0264195033482,367.4805145263672,0.0016368670475874758,0.010604401855738388
2023-12-20,365.8587951660156,371.19929877548014,365.76995497340914,370.1825319593863,26316700,368.74127197265625,366.93052891322543,366.89597865513394,-0.007072719767404867,0.010718666433648645
2023-12-21,368.74127197265625,369.60009056981636,365.2862352366139,367.77385084137376,17708000,369.7679138183594,366.81207275390625,366.8275822230748,0.00787865932082532,0.010572529554891892
2023-12-22,369.7679138183594,370.3602118938799,367.9219417479868,368.87948176784437,17107500,369.84686279296875,366.84169224330356,367.21116420200894,0.002784179379245799,0.00976210231187744
2023-12-26,369.84686279296875,372.097571135072,368.70176133814033,370.18249130335374,12673100,369.26446533203125,368.0728193010603,367.362060546875,0.00021350953303156395,0.009482260671310503
2023-12-27,369.26446533203125,370.241737520185,368.0206424558139,368.8893422344082,14905400,370.45892333984375,368.54383632114957,367.73365783691406,-0.0015746989349576523,0.009025547254636716
2023-12-28,370.45892333984375,371.6237571110033,369.3533163620971,370.547763529963,14327000,371.2091369628906,368.9147251674107,368.03896876743863,0.003234695238650831,0.008946167767323134
2023-12-29,371.2091369628906,372.3147438435589,368.6820269140694,371.169642395573,18730800,366.10552978515625,369.30676705496654,368.1665932791574,0.002025092596726674,0.00865961772578752
