Date,Close,High,Low,Open,Volume,Target,MA_7,MA_14,Daily_Return,Volatility
2023-11-03,174.93650817871094,175.10487249469713,171.66852990822986,172.5498964006483,79829200,177.49148559570312,170.3825400216239,171.40891701834542,-0.005181117404646218,0.012914642792721063
2023-11-06,177.49148559570312,177.68954259678722,174.50079012453784,174.66913933099835,63841300,180.05638122558594,172.12829807826452,171.55604771205358,0.014605169861868328,0.013302956075317122
2023-11-07,180.05638122558594,180.67036248552094,177.23401974281032,177.4419743130807,70530000,181.11598205566406,174.05231366838728,171.9790485927037,0.014450809407980492,0.013532321143448772
2023-11-08,181.11598205566406,181.67054768588966,179.82858892219454,180.5812266581694,49340300,180.64064025878906,175.83485848563058,172.5046146937779,0.0058848279792460545,0.013490992409376689
2023-11-09,180.64064025878906,182.3340449245472,180.04645416963677,181.18530832204868,53763500,184.83511352539062,177.48158264160156,173.17872619628906,-0.0026245160227158504,0.012626644424990037
2023-11-10,184.83511352539062,185.00369964258533,181.989212824357,182.42552132152326,66133400,183.24855041503906,179.27481515066964,174.14395577566964,0.023219986712804452,0.013583676343484567
2023-11-13,183.24855041503906,184.4682199516521,182.6635072771428,184.25999143916752,43627500,185.86639404296875,180.33209446498327,174.96473366873605,-0.008583667248558857,0.014087626212597282
2023-11-14,185.86639404296875,186.53076740007103,184.7359652497266,186.12420582715117,60108400,186.43161010742188,181.8935067313058,176.13802337646484,0.01428575354075412,0.013255597756034946
2023-11-15,186.43161010742188,187.90910668353808,186.20354524355434,186.2729648412074,53790500,188.1173553466797,183.17066737583704,177.64948272705078,0.0030409804169464483,0.009853946160307077
2023-11-16,188.1173553466797,189.35686136039257,187.0662415372727,187.97853127837138,54412900,188.0974884033203,184.32223510742188,179.18727438790458,0.009042164246108708,0.009852103535583953
2023-11-17,188.0974884033203,188.78169803245333,186.98689603758916,188.6527845861859,50922700,189.8427276611328,185.31959315708704,180.5772258213588,-0.00010560930607794727,0.010065019975466865
2023-11-20,189.8427276611328,190.29887250675844,188.2859160609316,188.2958266614519,46505100,189.03952026367188,186.6341770717076,182.05787985665458,0.009278376190065662,0.009962831410723525
2023-11-21,189.03952026367188,189.91213724546566,188.14708208188244,189.80306012274144,38134500,189.70387268066406,187.23480660574776,183.2548108782087,-0.004230909486797163,0.01000969227206145
2023-11-22,189.70387268066406,191.31026728301677,189.22790671157534,189.88236937575067,39617700,188.37515258789062,188.15699550083704,184.24454498291016,0.0035143572945253165,0.009180727083905216
2023-11-24,188.37515258789062,189.2973377280717,187.66119596873028,189.26759079649733,24048300,188.19667053222656,188.51538957868303,185.20444815499442,-0.00700418011502657,0.0093547213202405
2023-11-27,188.19667053222656,189.06928760823715,187.31414285514808,188.3255839995523,40552600,188.80154418945312,188.76754106794084,185.96910422188895,-0.000947481943409656,0.009089648346817183
2023-11-28,188.80154418945312,189.47584330827428,187.80993940877178,188.18675406725092,38415400,187.78018188476562,188.8652823311942,186.59375871930803,0.0032140507880185076,0.008600679404215078
2023-11-29,187.78018188476562,190.47734794655034,187.3835460471391,189.2973359031836,43014200,188.35533142089844,188.81995282854353,187.0697729928153,-0.005409713723859233,0.008877701116098202
2023-11-30,188.35533142089844,188.7222354910008,186.61011239504938,188.24625428611483,48794400,189.63446044921875,188.6074676513672,187.6208223615374,0.003062887309832174,0.008748403995445273
2023-12-01,189.63446044921875,189.951766038702,187.6413256110398,188.73209667326137,45704800,187.83969116210938,188.6924591064453,187.96363285609655,0.006791042327662922,0.006691435880618465
2023-12-04,187.83969116210938,188.454496430777,185.8763178825686,188.3850768316175,43389500,191.79617309570312,188.4261474609375,188.29157148088728,-0.009464362557616401,0.006800356977956369
2023-12-05,191.79617309570312,192.76794143388682,188.58336852388663,188.61313058416235,66628400,190.70542907714844,188.91486467633928,188.71512712751115,0.02106307729274981,0.007909112468979873
2023-12-06,190.70542907714844,193.1249319103576,190.4971854261922,192.8175368647406,41089700,192.6390380859375,189.27325875418526,189.02039991106307,-0.005686995735886935,0.008183292270656568
2023-12-07,192.6390380859375,193.3629052381858,191.96473906125271,192.0044117201268,47477700,194.0669708251953,189.82147216796875,189.34337724958147,0.010139244688240234,0.008264363422126242
2023-12-08,194.0669708251953,194.34461894265894,192.04408867717459,192.56963798027982,53406400,191.55819702148438,190.71958487374442,189.76976885114397,0.007412478558062485,0.008379400813131035
